,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,OPERATION_RATE,KAKO_CNT,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からのかんばん増加率,使用工程
271,9056450A002    ,2023,37,7.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.159999999999999,0.84,（株）ムロコーポレーション,17,4.473118279569891,48.16955684007708,0.0,0.14270698935860726,93.505,462.0,0.16666666666666674,0.6706827309236942,0.0,
423,9056450A002    ,2023,38,7.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.4899999999999998,0.84,（株）ムロコーポレーション,13,3.7526881720430105,48.16955684007708,0.0,0.14270698935860726,97.085,450.0,0.0,-0.16105769230769218,-0.23529411764705888,
565,9056450A002    ,2023,39,6.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.455,0.825,（株）ムロコーポレーション,8,2.639784946236559,42.03888596952181,0.0,0.13984339786878136,99.44999999999999,464.0,-0.1428571428571429,-0.2965616045845272,-0.3846153846153846,
272,9056450A003    ,2023,37,7.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,14.05,2.64,（株）ムロコーポレーション,1,15.10752688172043,15.326677176388158,0.0,0.3867685981565724,93.505,462.0,-0.33333333333333337,-0.18786127167630062,0.0,
273,9056451A083    ,2023,37,11.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,14.870000000000001,0.91,（株）ムロコーポレーション,1,15.989247311827958,69.87232420758431,0.0,0.15530619672518628,93.505,462.0,0.0,0.0,0.0,
274,9056451A084    ,2023,37,10.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.4799999999999995,0.85,（株）ムロコーポレーション,2,4.817204301075268,68.0040802448147,0.0,0.14514508506033752,93.505,462.0,0.25,-0.5577492596248765,-0.33333333333333337,
424,9056451A084    ,2023,38,12.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.609999999999999,0.95,（株）ムロコーポレーション,1,8.18279569892473,73.01490721022209,0.0,0.1621349778006226,97.085,450.0,0.19999999999999996,0.6986607142857144,-0.5,
275,9056451A085    ,2023,37,10.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,14.51,0.79,（株）ムロコーポレーション,3,15.602150537634408,73.16894709885123,0.0,0.13513797102581684,93.505,462.0,0.11111111111111116,-0.17321937321937309,-0.4,
276,9056451A086    ,2023,37,8.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,14.4,0.45,（株）ムロコーポレーション,1,15.483870967741934,102.76172125883109,0.0,0.07749368283548365,93.505,462.0,-0.19999999999999996,-0.306191279209829,-0.5,
425,9056451A087    ,2023,38,6.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.94,0.16,（株）ムロコーポレーション,1,7.462365591397849,216.76300578034682,0.0,0.02765856350693958,97.085,450.0,0.19999999999999996,-0.6182618261826183,0.0,
566,9056451A087    ,2023,39,4.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.93,0.14,（株）ムロコーポレーション,1,3.150537634408602,165.15276630883562,0.0,0.024198461312562616,99.44999999999999,464.0,-0.33333333333333337,-0.5778097982708934,0.0,
277,9056455A042    ,2023,37,11.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,11.4,0.53,（株）ムロコーポレーション,2,12.258064516129032,119.9694623186825,0.0,0.09126664320600833,93.505,462.0,0.0,0.0,0.0,
426,9056455A042    ,2023,38,11.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,5.62,0.54,（株）ムロコーポレーション,1,6.043010752688172,117.74780560907728,0.0,0.09297230336788943,97.085,450.0,0.0,-0.5070175438596491,-0.5,
278,9056455A043    ,2023,37,11.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,93.505,462.0,0.22222222222222232,0.0,-0.5,
279,9056455A044    ,2023,37,8.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.909999999999999,0.43,（株）ムロコーポレーション,3,8.50537634408602,107.5413362011023,0.0,0.07407898784232822,93.505,462.0,0.33333333333333326,-0.5849947534102833,-0.25,
280,9056455A045    ,2023,37,6.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.34,0.48,（株）ムロコーポレーション,2,6.817204301075268,72.25433526011561,0.0,0.08246477848276247,93.505,462.0,0.0,0.0,0.0,
427,9056455A045    ,2023,38,7.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.625,0.49,（株）ムロコーポレーション,3,3.897849462365591,82.57638315441783,0.0,0.08424510288320146,97.085,450.0,0.16666666666666674,-0.4282334384858044,0.5,
567,9056455A045    ,2023,39,7.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.5100000000000002,0.45,（株）ムロコーポレーション,1,3.774193548387097,89.9165061014772,0.0,0.0774430464711748,99.44999999999999,464.0,0.0,-0.03172413793103446,-0.6666666666666667,
281,9056455A046    ,2023,37,4.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,93.505,462.0,0.0,0.0,0.0,
282,9056457A134    ,2023,37,7.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,93.505,462.0,0.0,0.0,0.0,
283,9056457A135    ,2023,37,10.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,93.505,462.0,-0.09090909090909094,0.0,-0.75,
428,9056457A135    ,2023,38,11.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.37,1.84,（株）ムロコーポレーション,2,6.849462365591398,34.556421211359634,0.0,0.3014654960345465,97.085,450.0,0.10000000000000009,-0.652292576419214,1.0,
284,9056457A136    ,2023,37,5.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.220000000000001,0.8999999999999999,（株）ムロコーポレーション,7,7.763440860215054,32.113037893384714,0.0,0.15124914600574513,93.505,462.0,0.0,0.2778761061946904,0.0,
429,9056457A136    ,2023,38,5.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.51,0.98,（株）ムロコーポレーション,6,6.999999999999999,29.49156541229208,0.0,0.1638239636932238,97.085,450.0,0.0,-0.09833795013850422,-0.1428571428571429,
568,9056457A136    ,2023,39,5.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.18,0.88,（株）ムロコーポレーション,1,2.3440860215053765,32.84287966368891,0.0,0.1480740906414498,99.44999999999999,464.0,0.0,-0.6651305683563749,-0.8333333333333334,
285,9056457A137    ,2023,37,2.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.83,0.46,（株）ムロコーポレーション,7,1.967741935483871,25.131942699170644,0.0,0.07807942510309639,93.505,462.0,0.0,0.20394736842105265,0.0,
430,9056457A137    ,2023,38,3.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.655,0.49,（株）ムロコーポレーション,4,5.005376344086022,35.3898784947505,0.0,0.08355526890511761,97.085,450.0,0.5,1.5437158469945356,-0.4285714285714286,
569,9056457A137    ,2023,39,2.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.36,0.45,（株）ムロコーポレーション,3,2.53763440860215,25.690430314707772,0.0,0.07644403650288663,99.44999999999999,464.0,-0.33333333333333337,-0.49301825993555326,-0.25,
286,9056457A138    ,2023,37,2.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.085000000000001,0.065,（株）ムロコーポレーション,5,7.618279569892474,177.85682525566915,0.0,0.011240686548122028,93.505,462.0,1.0,0.4029702970297031,0.25,
431,9056457A138    ,2023,38,3.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.600000000000001,0.13,（株）ムロコーポレーション,1,7.096774193548388,133.39261894175186,0.0,0.022467009621389488,97.085,450.0,0.5,-0.06845448129851794,-0.8,
287,9056463A032    ,2023,37,7.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,93.505,462.0,0.3999999999999999,0.0,-0.6666666666666667,
288,9056463A033    ,2023,37,3.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.56,0.13,（株）ムロコーポレーション,3,3.8279569892473115,133.39261894175186,0.0,0.022467009621389488,93.505,462.0,0.5,-0.27935222672064786,-0.5,
432,9056463A033    ,2023,38,3.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,5.155,0.125,（株）ムロコーポレーション,2,5.543010752688172,138.72832369942196,0.0,0.02160456006075502,97.085,450.0,0.0,0.4480337078651686,-0.33333333333333337,
570,9056463A033    ,2023,39,3.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.165,0.125,（株）ムロコーポレーション,2,2.3279569892473115,138.72832369942196,0.0,0.02160456006075502,99.44999999999999,464.0,0.0,-0.5800193986420951,0.0,
289,9056463A034    ,2023,37,2.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.4399999999999995,0.05,（株）ムロコーポレーション,6,4.774193548387096,231.2138728323699,0.0,0.008648036355245088,93.505,462.0,0.0,0.08292682926829276,0.0,
433,9056463A034    ,2023,38,2.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.575,0.055,（株）ムロコーポレーション,5,3.8440860215053765,210.19442984760903,0.0,0.009512386513422129,97.085,450.0,0.0,-0.19481981981981966,-0.16666666666666663,
571,9056463A034    ,2023,39,2.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.19,0.055,（株）ムロコーポレーション,4,2.354838709677419,210.19442984760903,0.0,0.009512386513422129,99.44999999999999,464.0,0.0,-0.38741258741258744,-0.19999999999999996,
290,9056463A035    ,2023,37,1.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.775,0.0,（株）ムロコーポレーション,5,2.983870967741935,inf,0.0,0.0,93.505,462.0,0.0,-0.24898511502029774,0.0,
434,9056463A035    ,2023,38,1.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.6099999999999999,0.0,（株）ムロコーポレーション,6,1.7311827956989245,inf,0.0,0.0,97.085,450.0,0.0,-0.41981981981981986,0.19999999999999996,
572,9056463A035    ,2023,39,2.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.8600000000000003,0.0,（株）ムロコーポレーション,3,2.0000000000000004,inf,0.0,0.0,99.44999999999999,464.0,1.0,0.15527950310559024,-0.5,
291,9056463A036    ,2023,37,1.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.25,0.0,（株）ムロコーポレーション,4,1.3440860215053763,inf,0.0,0.0,93.505,462.0,0.0,-0.7384937238493724,1.0,
435,9056463A036    ,2023,38,1.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.3800000000000003,0.0,（株）ムロコーポレーション,5,1.4838709677419357,inf,0.0,0.0,97.085,450.0,0.0,0.10400000000000031,0.25,
573,9056463A036    ,2023,39,1.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.0400000000000005,0.0,（株）ムロコーポレーション,1,2.1935483870967745,inf,0.0,0.0,99.44999999999999,464.0,0.0,0.4782608695652173,-0.8,
292,9056463A037    ,2023,37,1.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.19,0.0,（株）ムロコーポレーション,2,7.731182795698925,inf,0.0,0.0,93.505,462.0,0.0,-0.43072050673000795,1.0,
436,9056463A037    ,2023,38,1.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,9.860000000000001,0.0,（株）ムロコーポレーション,1,10.60215053763441,inf,0.0,0.0,97.085,450.0,0.0,0.37134909596662036,-0.5,
293,9094906A012    ,2023,37,6.0,0.0,0.0,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500,1.0,1.4,6.018,中庸スプリング（株）,33,2.3728813559322033,5.970113611262024,0.1,0.6465507758219804,93.505,462.0,-0.1428571428571429,-0.16417910447761208,0.10000000000000009,4.TA・カバー・メイン
437,9094906A012    ,2023,38,7.0,0.0,0.0,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500,1.5,2.395,6.024,中庸スプリング（株）,30,4.059322033898305,6.958195163457945,0.1,0.6815043028335205,97.085,450.0,0.16666666666666674,0.7107142857142859,-0.09090909090909094,4.TA・カバー・メイン
574,9094906A012    ,2023,39,6.0,0.0,0.0,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500,1.0,1.36,6.042,中庸スプリング（株）,21,2.305084745762712,5.9463991579898785,0.1,0.6472841625783287,99.44999999999999,464.0,-0.1428571428571429,-0.4321503131524008,-0.30000000000000004,4.TA・カバー・メイン
294,G1144ECB010    ,2023,37,33.0,0.0,2.0,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6,1.0,1.2800000000000002,63.0,住友電気工業（株）,335,2.031746031746032,1.5969802555168409,0.0,0.4871065821020518,93.505,462.0,-0.25,-0.13804713804713808,0.053459119496855445,2.MGケース
438,G1144ECB010    ,2023,38,43.0,0.0,2.0,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6,1.0,1.4299999999999997,63.0,住友電気工業（株）,304,2.2698412698412693,2.08091366627952,0.0,0.6302128711087608,97.085,450.0,0.303030303030303,0.11718749999999956,-0.09253731343283578,2.MGケース
575,G1144ECB010    ,2023,39,37.0,0.0,3.0,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6,1.0,1.1799999999999997,64.5,住友電気工業（株）,281,1.8730158730158726,1.7489128379655892,0.0,0.5325740049548572,99.44999999999999,464.0,-0.13953488372093026,-0.1748251748251749,-0.07565789473684215,2.MGケース
295,G1144ECE010    ,2023,37,61.0,0.0,2.0,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8,1.0,1.6,62.375,矢崎総業（株）,326,2.7586206896551726,3.5052183219485564,0.0,0.8840711895194512,93.505,462.0,-0.22784810126582278,-0.06976744186046513,0.048231511254019255,2.MGケース
439,G1144ECE010    ,2023,38,66.5,0.0,3.0,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8,1.0,1.7099999999999995,62.375,矢崎総業（株）,298,2.948275862068965,3.8212625968783445,0.0,0.9593881254375604,97.085,450.0,0.0901639344262295,0.06874999999999964,-0.08588957055214719,2.MGケース
576,G1144ECE010    ,2023,39,57.0,0.0,3.0,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8,1.0,1.3099999999999996,61.375,矢崎総業（株）,254,2.2586206896551717,3.3287344239318486,0.0,0.841049291382804,99.44999999999999,464.0,-0.1428571428571429,-0.23391812865497075,-0.1476510067114094,2.MGケース
296,G1163ECB010    ,2023,37,3.0,0.0,0.0,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80,4.0,0.73,8.775,（株）青山製作所,44,1.3518518518518516,3.0344409042633895,0.08,0.6078176405675316,93.505,462.0,0.5,0.05797101449275344,-0.12,2.MGケース
440,G1163ECB010    ,2023,38,3.0,0.0,0.0,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80,3.0,0.73,8.775,（株）青山製作所,46,1.3518518518518516,3.0344409042633895,0.08,0.6078176405675316,97.085,450.0,0.0,0.0,0.045454545454545414,2.MGケース
577,G1163ECB010    ,2023,39,6.0,0.0,0.0,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80,4.0,0.9349999999999999,8.8875,（株）青山製作所,38,1.7314814814814812,5.9920605198112495,0.08,0.7577972104331614,99.44999999999999,464.0,1.0,0.2808219178082192,-0.17391304347826086,2.MGケース
297,G1163ECE010    ,2023,37,11.0,0.0,1.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100,4.0,0.96,19.29,（株）青山製作所,106,1.811320754716981,5.061334167686602,0.08,1.1903687265014298,93.505,462.0,0.22222222222222232,0.14285714285714235,0.029126213592232997,2.MGケース
441,G1163ECE010    ,2023,38,14.0,0.0,1.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100,3.0,1.06,19.29,（株）青山製作所,93,2.0,6.44169803160113,0.08,1.3181187243045425,97.085,450.0,0.2727272727272727,0.10416666666666674,-0.12264150943396224,2.MGケース
578,G1163ECE010    ,2023,39,13.0,0.0,1.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100,3.0,0.9200000000000002,19.23,（株）青山製作所,80,1.7358490566037739,6.000240009600383,0.08,1.2786793001221815,99.44999999999999,464.0,-0.0714285714285714,-0.13207547169811307,-0.13978494623655913,2.MGケース
298,G117362010     ,2023,37,54.0,0.0,2.0,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18,1.0,1.8900000000000006,48.72222222222222,多摩川精機販売（株）,260,2.2235294117647064,2.736602052451539,0.0,1.0019494339025192,93.505,462.0,-0.17557251908396942,-0.14479638009049745,0.11111111111111116,4.TA・カバー・メイン
442,G117362010     ,2023,38,59.0,0.0,2.0,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18,1.0,1.9299999999999997,48.72222222222222,多摩川精機販売（株）,231,2.2705882352941176,2.9899911313822374,0.0,1.0895997352318059,97.085,450.0,0.09259259259259256,0.02116402116402072,-0.11153846153846159,4.TA・カバー・メイン
579,G117362010     ,2023,39,57.0,0.0,2.0,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18,1.0,1.6100000000000003,48.77777777777778,多摩川精機販売（株）,188,1.894117647058824,2.885345482156416,0.0,1.0535652508303235,99.44999999999999,464.0,-0.03389830508474578,-0.16580310880828986,-0.18614718614718617,4.TA・カバー・メイン
299,G1174ECB010    ,2023,37,7.0,0.0,0.0,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,1.9000000000000004,7.56,住友電装（株）,41,2.2352941176470593,2.8229448961156276,0.0,0.650500496710729,93.505,462.0,-0.30000000000000004,0.010638297872340274,0.17142857142857149,4.TA・カバー・メイン
443,G1174ECB010    ,2023,38,9.0,0.0,0.0,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,2.5,7.56,住友電装（株）,35,2.9411764705882355,3.6295005807200926,0.0,0.7780418887551711,97.085,450.0,0.2857142857142858,0.3157894736842102,-0.14634146341463417,4.TA・カバー・メイン
580,G1174ECB010    ,2023,39,6.0,0.0,0.0,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,1.635,7.74,住友電装（株）,30,1.923529411764706,2.3633957269805257,0.0,0.5719517314841079,99.44999999999999,464.0,-0.33333333333333337,-0.346,-0.1428571428571429,4.TA・カバー・メイン
300,G1174ECE010    ,2023,37,13.0,0.0,0.0,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,2.6499999999999995,9.98,住友電装（株）,51,3.0459770114942524,3.971357348844029,0.0,0.89963173132462,93.505,462.0,-0.2777777777777778,-0.04504504504504536,0.0625,4.TA・カバー・メイン
444,G1174ECE010    ,2023,38,15.0,0.0,0.0,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,2.71,9.98,住友電装（株）,47,3.1149425287356323,4.582335402512341,0.0,0.9959276252156158,97.085,450.0,0.15384615384615374,0.02264150943396248,-0.07843137254901966,4.TA・カバー・メイン
581,G1174ECE010    ,2023,39,10.0,0.0,0.0,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,1.9449999999999998,9.82,住友電装（株）,32,2.235632183908046,3.104664447866474,0.0,0.7453972957403779,99.44999999999999,464.0,-0.33333333333333337,-0.28228782287822884,-0.3191489361702128,4.TA・カバー・メイン
301,G1250ECB010    ,2023,37,4.0,0.0,0.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.5,1.5999999999999996,3.9,（株）バルカー,20,1.8390804597701145,2.8490028490028494,0.24,0.8009606964478762,93.505,462.0,-0.33333333333333337,-0.06976744186046524,0.11111111111111116,2.MGケース
445,G1250ECB010    ,2023,38,4.0,0.0,0.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,1.8399999999999999,3.9,（株）バルカー,19,2.114942528735632,2.8490028490028494,0.24,0.8009606964478762,97.085,450.0,0.0,0.15000000000000013,-0.050000000000000044,2.MGケース
582,G1250ECB010    ,2023,39,6.0,0.0,0.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,1.4600000000000004,3.95,（株）バルカー,16,1.6781609195402303,4.219409282700422,0.24,0.9386866638171608,99.44999999999999,464.0,0.5,-0.20652173913043448,-0.1578947368421053,2.MGケース
302,G1250ECC010    ,2023,37,3.0,0.0,0.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,2.08,2.45,（株）バルカー,13,2.3908045977011496,3.4013605442176864,0.24,0.6317304903073779,93.505,462.0,-0.4,-0.46529562982005135,0.18181818181818188,2.MGケース
446,G1250ECC010    ,2023,38,3.0,0.0,0.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,2.9749999999999996,2.4,（株）バルカー,12,3.4195402298850572,3.472222222222222,0.24,0.6260143751449108,97.085,450.0,0.0,0.43028846153846123,-0.07692307692307687,2.MGケース
583,G1250ECC010    ,2023,39,4.0,0.0,0.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,1.7999999999999998,2.6,（株）バルカー,9,2.068965517241379,4.2735042735042725,0.24,0.7013232230897186,99.44999999999999,464.0,0.33333333333333326,-0.39495798319327735,-0.25,2.MGケース
303,G1250ECE010    ,2023,37,12.0,0.0,0.0,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.5,2.3200000000000003,8.316666666666666,（株）バルカー,42,2.6363636363636367,4.008016032064128,0.24,1.3982456935780054,93.505,462.0,-0.19999999999999996,-0.016949152542372947,0.024390243902439046,2.MGケース
447,G1250ECE010    ,2023,38,13.0,0.0,0.0,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,1.7849999999999997,8.316666666666666,（株）バルカー,40,2.0284090909090904,4.342017368069472,0.24,1.4580228435566063,97.085,450.0,0.08333333333333326,-0.23060344827586232,-0.04761904761904767,2.MGケース
584,G1250ECE010    ,2023,39,15.0,0.0,0.0,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,1.8399999999999999,8.183333333333334,（株）バルカー,29,2.090909090909091,5.091649694501018,0.24,1.5637244242679131,99.44999999999999,464.0,0.15384615384615374,0.0308123249299721,-0.275,2.MGケース
304,G9201ECB030    ,2023,37,35.0,0.0,2.0,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8,1.0,2.26,47.25,佐藤工業（株）,200,2.897435897435897,2.1722602367763657,0.05,1.2429083097905906,93.505,462.0,-0.18604651162790697,-0.44266337854500615,-0.36708860759493667,8.ファイナル後半
448,G9201ECB030    ,2023,38,49.0,0.0,2.0,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8,1.0,1.8900000000000006,47.25,佐藤工業（株）,185,2.423076923076924,3.0411643314869123,0.05,1.6879867237587818,97.085,450.0,0.3999999999999999,-0.16371681415929173,-0.07499999999999996,8.ファイナル後半
585,G9201ECB030    ,2023,39,26.5,0.0,2.0,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8,1.0,1.21,48.375,佐藤工業（株）,207,1.551282051282051,1.6064622216160098,0.05,0.9392928900928652,99.44999999999999,464.0,-0.4591836734693877,-0.35978835978836,0.11891891891891881,8.ファイナル後半
305,G9201ECE010    ,2023,37,29.0,0.0,3.0,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8,1.0,1.7700000000000005,61.375,佐藤工業（株）,279,2.0581395348837215,1.3856454300577548,0.05,0.8252258350070544,93.505,462.0,-0.19444444444444442,-0.5177111716621252,-0.3111111111111111,8.ファイナル後半
449,G9201ECE010    ,2023,38,54.0,0.0,3.0,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8,1.0,1.8950000000000005,62.375,佐藤工業（株）,244,2.2034883720930236,2.538801944064081,0.05,1.4655970652987413,97.085,450.0,0.8620689655172413,0.07062146892655363,-0.1254480286738351,8.ファイナル後半
586,G9201ECE010    ,2023,39,44.5,0.0,3.0,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8,1.0,2.0,61.5,佐藤工業（株）,196,2.3255813953488373,2.1219273776315473,0.05,1.2379361254584087,99.44999999999999,464.0,-0.17592592592592593,0.05540897097625308,-0.19672131147540983,8.ファイナル後半
