,品番,年月日,年,月,週番号,日,曜日_番号,曜日_名前,手配）品名,手配）仕入先名,手配）手配区分,手配）仕入先発送場所名,手配）受入場所,手配）受入場所名,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,箱重量,箱種類,基準在庫日数,基準在庫枚数,収容数,日量数,日量計算数,日量数（箱数）,日量計算数（箱数）,月平均日量数,月平均日量数（箱数）,基準在庫枚数（日数）,基準在庫日数（基準在庫枚数込み）,印刷～検収LT,検収～入庫LT,入庫～出庫LT,出庫～回収LT,社内LT（検収～回収LT）,納入かんばん数,回収かんばん数,仕入先名,実績納入回数,在庫数（箱）_1日の平均値,入庫数（箱）_1日の合計値,出庫数（箱）_1日の合計値,時間稼働率,加工数,発送場所名,不等ピッチ係数【日】,使用工程,週最大日量数（箱数）,実績最小納入回数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,社内LT-設計値LT,社内LT-設計値LT（基準在庫枚数込み）,便Ave,便Ave_実績便数使用,不等ピッチ在庫,日量数（箱数）_繰り上げ,週最大日量数（箱数）_繰り上げ,便Ave_繰り上げ,便Ave_実績便数使用_繰り上げ,不等ピッチ在庫_繰り上げ,設計納入回数-実績納入回数,納入数-日量数（箱数）,納入数-週最大日量数（箱数）,入庫数-日量数（箱数）,入庫数-週最大日量数（箱数）,納入数/日量数（箱数）,回収数/日量数（箱数）,設計値MIN,設計値MIN_実績便数使用,設計値MIN_繰り上げ,設計値MIN_実績便数使用_繰り上げ,設計値MAX,設計値MAX_実績便数使用,設計値MAX_繰り上げ,設計値MAX_実績便数使用_繰り上げ,順立装置在庫量/設計値MIN_繰り上げ,順立装置在庫量/設計値MIN_実績便数使用_繰り上げ,順立装置在庫量-設計値MIN_繰り上げ,順立装置在庫量-設計値MIN_実績便数使用_繰り上げ,順立装置在庫量/設計値MAX_繰り上げ,順立装置在庫量/設計値MAX_実績便数使用_繰り上げ,順立装置在庫量-設計値MAX_繰り上げ,順立装置在庫量-設計値MAX_実績便数使用_繰り上げ,便数ズレ
2010,35352ECB010,2023-12-01,2023,12,48,1,4,金曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,337.0,337.0,0.6686507936507936,0.6686507936507936,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,2.01,0.19999999999999973,3.1100000000000003,0.92,4.23,1.0,1.0,五興商事（株）,1.0,1.7916666666666667,1.0,0.0,94.615,369.5,,0.0,2.MGケース,0.6686507936507936,1.0,6.609375000000001,2.011625066251491,3.5900000000000003,2.1272224640835877,0.6686507936507936,0.6686507936507936,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.297,0.297,1.0,1.0,2.0,2.0,2.0,2.0,1.7916666666666667,1.7916666666666667,0.7916666666666667,0.7916666666666667,0.8958333333333334,0.8958333333333334,-0.20833333333333326,-0.20833333333333326,2
2013,35352ECB010,2023-12-04,2023,12,49,4,0,月曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,330.0,330.0,0.6547619047619048,0.6547619047619048,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,,,,,,0.0,0.0,,0.0,1.3333333333333333,0.0,1.0,96.84,378.5,,,2.MGケース,0.6587301587301587,1.0,,,,,0.6587301587301587,0.6587301587301587,,1.0,1.0,1.0,1.0,,1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.297,0.297,1.0,1.0,,,,,1.3333333333333333,1.3333333333333333,0.33333333333333326,0.33333333333333326,,,,,2
2014,35352ECB010,2023-12-05,2023,12,49,5,1,火曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,326.0,326.0,0.6468253968253969,0.6468253968253969,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,4.0200000000000005,0.3099999999999996,2.3,0.9400000000000004,3.55,1.0,1.0,五興商事（株）,1.0,1.5,1.0,1.0,99.01,386.0,,0.0,2.MGケース,0.6587301587301587,1.0,5.546875,1.6882432589108254,2.9099999999999997,1.4472224640835871,0.6587301587301587,0.6587301587301587,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.297,0.297,1.0,1.0,2.0,2.0,2.0,2.0,1.5,1.5,0.5,0.5,0.75,0.75,-0.5,-0.5,2
2015,35352ECB010,2023-12-06,2023,12,49,6,2,水曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,324.0,324.0,0.6428571428571429,0.6428571428571429,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,2.01,0.21999999999999972,6.0299999999999985,1.0200000000000014,7.27,1.0,1.0,五興商事（株）,1.0,1.75,1.0,0.0,99.455,388.5,,0.0,2.MGケース,0.6587301587301587,1.0,11.359374999999998,3.457331969656817,6.63,5.167222464083586,0.6587301587301587,0.6587301587301587,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.297,0.297,1.0,1.0,2.0,2.0,2.0,2.0,1.75,1.75,0.75,0.75,0.875,0.875,-0.25,-0.25,2
2016,35352ECB010,2023-12-07,2023,12,49,7,3,木曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,324.0,324.0,0.6428571428571429,0.6428571428571429,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,,,,,,0.0,0.0,,0.0,1.6666666666666667,0.0,1.0,43.725,130.0,,,2.MGケース,0.6587301587301587,1.0,,,,,0.6587301587301587,0.6587301587301587,,1.0,1.0,1.0,1.0,,1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.297,0.297,1.0,1.0,,,,,1.6666666666666667,1.6666666666666667,0.6666666666666667,0.6666666666666667,,,,,2
2017,35352ECB010,2023-12-08,2023,12,49,8,4,金曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,332.0,332.0,0.6587301587301587,0.6587301587301587,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,2.01,0.20000000000000015,4.175,0.8849999999999998,5.26,2.0,1.0,五興商事（株）,1.0,2.5,2.0,0.0,99.77,390.0,,0.0,2.MGケース,0.6587301587301587,1.0,8.21875,2.501453392076322,4.62,3.157222464083587,0.6587301587301587,0.6587301587301587,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.297,0.297,1.0,1.0,2.0,2.0,2.0,2.0,2.5,2.5,1.5,1.5,1.25,1.25,0.5,0.5,2
2020,35352ECB010,2023-12-11,2023,12,50,11,0,月曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,356.0,356.0,0.7063492063492064,0.7063492063492064,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,4.0200000000000005,0.25,7.38,0.9299999999999996,8.559999999999999,1.0,1.0,五興商事（株）,1.0,2.75,1.0,1.0,99.22,388.0,,0.0,2.MGケース,0.7162698412698413,1.0,13.374999999999998,4.070806280641314,7.919999999999999,6.457222464083586,0.7162698412698413,0.7162698412698413,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.297,0.297,1.0,1.0,2.0,2.0,2.0,2.0,2.75,2.75,1.75,1.75,1.375,1.375,0.75,0.75,2
2021,35352ECB010,2023-12-12,2023,12,50,12,1,火曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,357.0,357.0,0.7083333333333334,0.7083333333333334,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,,,,,,0.0,0.0,,0.0,2.2916666666666665,0.0,1.0,99.85,390.0,,,2.MGケース,0.7162698412698413,1.0,,,,,0.7162698412698413,0.7162698412698413,,1.0,1.0,1.0,1.0,,1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.297,0.297,1.0,1.0,,,,,2.2916666666666665,2.2916666666666665,1.2916666666666665,1.2916666666666665,,,,,2
2022,35352ECB010,2023-12-13,2023,12,50,13,2,水曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,355.0,355.0,0.7043650793650794,0.7043650793650794,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,2.01,0.3200000000000003,1.7800000000000002,2.9099999999999997,5.01,1.0,1.0,五興商事（株）,1.0,2.458333333333333,1.0,1.0,99.92,361.5,,0.0,2.MGケース,0.7162698412698413,1.0,7.828124999999999,2.3825630217304887,4.37,2.907222464083587,0.7162698412698413,0.7162698412698413,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.297,0.297,1.0,1.0,2.0,2.0,2.0,2.0,2.458333333333333,2.458333333333333,1.458333333333333,1.458333333333333,1.2291666666666665,1.2291666666666665,0.45833333333333304,0.45833333333333304,2
2023,35352ECB010,2023-12-14,2023,12,50,14,3,木曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,348.0,348.0,0.6904761904761905,0.6904761904761905,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,2.01,0.27,11.32,0.6899999999999995,12.28,1.0,1.0,五興商事（株）,1.0,2.708333333333333,1.0,0.0,99.605,389.0,,0.0,2.MGケース,0.7162698412698413,1.0,19.1875,5.839894991387306,11.639999999999999,10.177222464083586,0.7162698412698413,0.7162698412698413,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.297,0.297,1.0,1.0,2.0,2.0,2.0,2.0,2.708333333333333,2.708333333333333,1.708333333333333,1.708333333333333,1.3541666666666665,1.3541666666666665,0.708333333333333,0.708333333333333,2
2024,35352ECB010,2023-12-15,2023,12,50,15,4,金曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,361.0,361.0,0.7162698412698413,0.7162698412698413,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,,,,,,0.0,0.0,,0.0,2.3,0.0,1.0,99.85,390.0,,,2.MGケース,0.7162698412698413,1.0,,,,,0.7162698412698413,0.7162698412698413,,1.0,1.0,1.0,1.0,,1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.297,0.297,1.0,1.0,,,,,2.3,2.3,1.2999999999999998,1.2999999999999998,,,,,2
2027,35352ECB010,2023-12-18,2023,12,51,18,0,月曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,349.0,349.0,0.6924603174603174,0.6924603174603174,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,4.01,0.2700000000000005,1.7599999999999998,0.9699999999999998,3.0,1.0,1.0,五興商事（株）,1.0,2.391304347826087,1.0,1.0,100.0,364.5,,0.0,2.MGケース,0.7261904761904762,1.0,4.6875,1.4266844441499933,2.36,0.8972224640835873,0.7261904761904762,0.7261904761904762,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.297,0.297,1.0,1.0,2.0,2.0,2.0,2.0,2.391304347826087,2.391304347826087,1.391304347826087,1.391304347826087,1.1956521739130435,1.1956521739130435,0.3913043478260869,0.3913043478260869,2
2028,35352ECB010,2023-12-19,2023,12,51,19,1,火曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,344.0,344.0,0.6825396825396826,0.6825396825396826,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,4.010000000000002,0.22999999999999954,7.59,,,1.0,1.0,五興商事（株）,1.0,2.75,1.0,0.0,100.0,390.0,,0.0,2.MGケース,0.7261904761904762,1.0,,,,,0.7261904761904762,0.7261904761904762,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.297,0.297,1.0,1.0,2.0,2.0,2.0,2.0,2.75,2.75,1.75,1.75,1.375,1.375,0.75,0.75,2
2029,35352ECB010,2023-12-20,2023,12,51,20,2,水曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,330.0,330.0,0.6547619047619048,0.6547619047619048,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,,,,,,0.0,0.0,,0.0,2.0416666666666665,0.0,1.0,100.0,362.5,,,2.MGケース,0.7261904761904762,1.0,,,,,0.7261904761904762,0.7261904761904762,,1.0,1.0,1.0,1.0,,1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.297,0.297,1.0,1.0,,,,,2.0416666666666665,2.0416666666666665,1.0416666666666665,1.0416666666666665,,,,,2
2030,35352ECB010,2023-12-21,2023,12,51,21,3,木曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,366.0,366.0,0.7261904761904762,0.7261904761904762,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,2.01,0.21,0.3700000000000001,1.04,1.62,1.0,1.0,五興商事（株）,1.0,2.375,1.0,1.0,100.0,327.5,,0.0,2.MGケース,0.7261904761904762,1.0,2.53125,0.7704095998409964,0.9800000000000001,-0.4827775359164126,0.7261904761904762,0.7261904761904762,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.297,0.297,1.0,1.0,2.0,2.0,2.0,2.0,2.375,2.375,1.375,1.375,1.1875,1.1875,0.375,0.375,2
2031,35352ECB010,2023-12-22,2023,12,51,22,4,金曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,324.0,324.0,0.6428571428571429,0.6428571428571429,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,2.01,0.29000000000000004,,,18.36,1.0,1.0,五興商事（株）,1.0,2.6666666666666665,1.0,0.0,100.0,230.5,,0.0,2.MGケース,0.7261904761904762,1.0,28.6875,8.73130879819796,17.72,16.257222464083586,0.7261904761904762,0.7261904761904762,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.297,0.297,1.0,1.0,2.0,2.0,2.0,2.0,2.6666666666666665,2.6666666666666665,1.6666666666666665,1.6666666666666665,1.3333333333333333,1.3333333333333333,0.6666666666666665,0.6666666666666665,2
2034,35352ECB010,2023-12-25,2023,12,52,25,0,月曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,345.0,345.0,0.6845238095238095,0.6845238095238095,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,,,,,,0.0,0.0,,0.0,2.625,0.0,1.0,100.0,421.0,,,2.MGケース,0.748015873015873,1.0,,,,,0.748015873015873,0.748015873015873,,1.0,1.0,1.0,1.0,,1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.297,0.297,1.0,1.0,,,,,2.625,2.625,1.625,1.625,,,,,2
2035,35352ECB010,2023-12-26,2023,12,52,26,1,火曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,377.0,377.0,0.748015873015873,0.748015873015873,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,4.01,0.20000000000000015,1.8200000000000005,,,1.0,1.0,五興商事（株）,1.0,2.625,1.0,1.0,100.0,423.0,,0.0,2.MGケース,0.748015873015873,1.0,,,,,0.748015873015873,0.748015873015873,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.297,0.297,1.0,1.0,2.0,2.0,2.0,2.0,2.625,2.625,1.625,1.625,1.3125,1.3125,0.625,0.625,2
2036,35352ECB010,2023-12-27,2023,12,52,27,2,水曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,356.0,356.0,0.7063492063492064,0.7063492063492064,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,2.01,0.21999999999999972,,,16.310000000000002,1.0,0.0,五興商事（株）,1.0,2.75,1.0,0.0,100.0,415.0,,0.0,2.MGケース,0.748015873015873,1.0,25.484375000000004,7.756407761362132,15.670000000000002,14.20722246408359,0.748015873015873,0.748015873015873,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.297,0.297,1.0,1.0,2.0,2.0,2.0,2.0,2.75,2.75,1.75,1.75,1.375,1.375,0.75,0.75,2
2037,35352ECB010,2023-12-28,2023,12,52,28,3,木曜日,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",五興商事（株）,手配,,1Y,安城第１工場,1.0,1.0,1.97,9.96,TP-331 ﾊﾝﾖｳ,0.64,1.0,504.0,350.0,350.0,0.6944444444444444,0.6944444444444444,344.55,0.6836309523809524,1.4627775359164126,2.1027775359164127,,,,,,0.0,0.0,,0.0,2.0416666666666665,0.0,1.0,100.0,384.5,,,2.MGケース,0.748015873015873,1.0,,,,,0.748015873015873,0.748015873015873,,1.0,1.0,1.0,1.0,,1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.297,0.297,1.0,1.0,,,,,2.0416666666666665,2.0416666666666665,1.0416666666666665,1.0416666666666665,,,,,2
2040,G9201ECB030,2023-12-01,2023,12,48,1,4,金曜日,"COVER SUB-ASSY, INVERTER",佐藤工業（株）,手配,藤塗装,1Y,安城第１工場,1.0,2.0,5.82,7.806,ｻﾝﾎﾞｯｸｽ#20B,0.78,2.0,8.0,337.0,337.0,42.125,42.125,344.55,43.06875,0.04643738209258453,0.8264373820925845,1.97,0.13000000000000034,2.76,0.19499999999999984,3.2000000000000006,42.0,42.0,佐藤工業（株）,2.0,29.70833333333333,42.0,43.0,94.615,369.5,藤塗装,0.05,8.ファイナル後半,42.125,2.0,4.102564102564103,3.8720416928593258,2.420000000000001,2.373562617907416,21.0625,21.0625,2.10625,43.0,43.0,22.0,22.0,3.0,0.0,-1.0,-1.0,0.0,-1.0,0.9767441860465116,0.9767441860465116,14.663,14.663,15.0,15.0,40.0,40.0,40.0,40.0,1.9805555555555552,1.9805555555555552,14.708333333333329,14.708333333333329,0.7427083333333332,0.7427083333333332,-10.291666666666671,-10.291666666666671,0
2043,G9201ECB030,2023-12-04,2023,12,49,4,0,月曜日,"COVER SUB-ASSY, INVERTER",佐藤工業（株）,手配,藤塗装,1Y,安城第１工場,1.0,2.0,5.82,7.806,ｻﾝﾎﾞｯｸｽ#20B,0.78,2.0,8.0,330.0,330.0,41.25,41.25,344.55,43.06875,0.04643738209258453,0.8264373820925845,,,0.5700000000000003,0.20000000000000015,,39.0,43.0,佐藤工業（株）,2.0,28.375,38.0,41.0,96.84,378.5,藤塗装,0.05,8.ファイナル後半,41.5,2.0,,,,,20.75,20.75,2.075,42.0,42.0,21.0,21.0,3.0,0.0,-3.0,-3.0,1.0,-3.0,0.9285714285714286,1.0238095238095237,14.322000000000001,14.322000000000001,15.0,15.0,39.0,39.0,39.0,39.0,1.8916666666666666,1.8916666666666666,13.375,13.375,0.7275641025641025,0.7275641025641025,-10.625,-10.625,0
2044,G9201ECB030,2023-12-05,2023,12,49,5,1,火曜日,"COVER SUB-ASSY, INVERTER",佐藤工業（株）,手配,藤塗装,1Y,安城第１工場,1.0,2.0,5.82,7.806,ｻﾝﾎﾞｯｸｽ#20B,0.78,2.0,8.0,326.0,326.0,40.75,40.75,344.55,43.06875,0.04643738209258453,0.8264373820925845,4.24,0.33999999999999986,0.585,0.23000000000000045,1.08,38.0,41.0,佐藤工業（株）,2.0,22.79166666666667,38.0,43.0,99.01,386.0,藤塗装,0.05,8.ファイナル後半,41.5,2.0,1.3846153846153846,1.3068140713400223,0.30000000000000004,0.2535626179074155,20.75,20.75,2.075,41.0,42.0,21.0,21.0,3.0,0.0,-3.0,-4.0,0.0,-4.0,0.926829268292683,1.0,14.322000000000001,14.322000000000001,15.0,15.0,39.0,39.0,39.0,39.0,1.5194444444444448,1.5194444444444448,7.791666666666671,7.791666666666671,0.5844017094017095,0.5844017094017095,-16.20833333333333,-16.20833333333333,0
2045,G9201ECB030,2023-12-06,2023,12,49,6,2,水曜日,"COVER SUB-ASSY, INVERTER",佐藤工業（株）,手配,藤塗装,1Y,安城第１工場,1.0,2.0,5.82,7.806,ｻﾝﾎﾞｯｸｽ#20B,0.78,2.0,8.0,324.0,324.0,40.5,40.5,344.55,43.06875,0.04643738209258453,0.8264373820925845,2.25,0.15000000000000036,0.6499999999999995,0.21999999999999972,1.08,39.0,42.0,佐藤工業（株）,2.0,25.54166666666667,39.0,42.0,99.455,388.5,藤塗装,0.05,8.ファイナル後半,41.5,2.0,1.3846153846153846,1.3068140713400223,0.30000000000000004,0.2535626179074155,20.75,20.75,2.075,41.0,42.0,21.0,21.0,3.0,0.0,-2.0,-3.0,0.0,-3.0,0.9512195121951219,1.024390243902439,14.322000000000001,14.322000000000001,15.0,15.0,39.0,39.0,39.0,39.0,1.7027777777777782,1.7027777777777782,10.541666666666671,10.541666666666671,0.65491452991453,0.65491452991453,-13.458333333333329,-13.458333333333329,0
2046,G9201ECB030,2023-12-07,2023,12,49,7,3,木曜日,"COVER SUB-ASSY, INVERTER",佐藤工業（株）,手配,藤塗装,1Y,安城第１工場,1.0,2.0,5.82,7.806,ｻﾝﾎﾞｯｸｽ#20B,0.78,2.0,8.0,324.0,324.0,40.5,40.5,344.55,43.06875,0.04643738209258453,0.8264373820925845,1.9599999999999995,0.11000000000000032,0.5899999999999999,0.21,0.9800000000000004,43.0,37.0,佐藤工業（株）,2.0,28.0,43.0,34.0,43.725,130.0,藤塗装,0.05,8.ファイナル後半,41.5,2.0,1.2564102564102568,1.1858127684381687,0.2000000000000004,0.15356261790741588,20.75,20.75,2.075,41.0,42.0,21.0,21.0,3.0,0.0,2.0,1.0,0.0,1.0,1.048780487804878,0.9024390243902439,14.322000000000001,14.322000000000001,15.0,15.0,39.0,39.0,39.0,39.0,1.8666666666666667,1.8666666666666667,13.0,13.0,0.717948717948718,0.717948717948718,-11.0,-11.0,0
2047,G9201ECB030,2023-12-08,2023,12,49,8,4,金曜日,"COVER SUB-ASSY, INVERTER",佐藤工業（株）,手配,藤塗装,1Y,安城第１工場,1.0,2.0,5.82,7.806,ｻﾝﾎﾞｯｸｽ#20B,0.78,2.0,8.0,332.0,332.0,41.5,41.5,344.55,43.06875,0.04643738209258453,0.8264373820925845,1.94,0.15000000000000036,2.515,0.20000000000000015,3.12,42.0,43.0,佐藤工業（株）,2.0,30.20833333333333,42.0,42.0,99.77,390.0,藤塗装,0.05,8.ファイナル後半,41.5,2.0,4.0,3.775240650537842,2.34,2.2935626179074156,20.75,20.75,2.075,42.0,42.0,21.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0238095238095237,14.322000000000001,14.322000000000001,15.0,15.0,39.0,39.0,39.0,39.0,2.0138888888888884,2.0138888888888884,15.208333333333329,15.208333333333329,0.7745726495726495,0.7745726495726495,-8.791666666666671,-8.791666666666671,0
2050,G9201ECB030,2023-12-11,2023,12,50,11,0,月曜日,"COVER SUB-ASSY, INVERTER",佐藤工業（株）,手配,藤塗装,1Y,安城第１工場,1.0,2.0,5.82,7.806,ｻﾝﾎﾞｯｸｽ#20B,0.78,2.0,8.0,356.0,356.0,44.5,44.5,344.55,43.06875,0.04643738209258453,0.8264373820925845,3.98,0.28000000000000025,0.6400000000000006,0.20000000000000015,1.16,41.0,44.0,佐藤工業（株）,2.0,24.54166666666667,39.0,45.0,99.22,388.0,藤塗装,0.05,8.ファイナル後半,45.125,2.0,1.487179487179487,1.4036151136615054,0.3799999999999999,0.33356261790741537,22.5625,22.5625,2.25625,45.0,46.0,23.0,23.0,3.0,0.0,-4.0,-5.0,2.0,-5.0,0.9111111111111111,0.9777777777777777,15.686000000000002,15.686000000000002,16.0,16.0,42.0,42.0,42.0,42.0,1.533854166666667,1.533854166666667,8.541666666666671,8.541666666666671,0.584325396825397,0.584325396825397,-17.45833333333333,-17.45833333333333,0
2051,G9201ECB030,2023-12-12,2023,12,50,12,1,火曜日,"COVER SUB-ASSY, INVERTER",佐藤工業（株）,手配,藤塗装,1Y,安城第１工場,1.0,2.0,5.82,7.806,ｻﾝﾎﾞｯｸｽ#20B,0.78,2.0,8.0,357.0,357.0,44.625,44.625,344.55,43.06875,0.04643738209258453,0.8264373820925845,3.96,0.14500000000000046,0.56,0.21,0.92,44.0,50.0,佐藤工業（株）,2.0,25.45833333333333,44.0,46.0,99.85,390.0,藤塗装,0.05,8.ファイナル後半,45.125,2.0,1.1794871794871795,1.113211986697056,0.14,0.09356261790741549,22.5625,22.5625,2.25625,45.0,46.0,23.0,23.0,3.0,0.0,-1.0,-2.0,0.0,-2.0,0.9777777777777777,1.1111111111111112,15.686000000000002,15.686000000000002,16.0,16.0,42.0,42.0,42.0,42.0,1.591145833333333,1.591145833333333,9.458333333333329,9.458333333333329,0.6061507936507935,0.6061507936507935,-16.54166666666667,-16.54166666666667,0
