="タイトル：かんばん手配品番一覧"

="ダウンロード日時：2023/07/12 13:19:02"

="手配担当工場：＜第１＞；手配担当整備室：＜第１工場＞；発注区分：＜かんばん＞；手配区分：＜仕入先手配：指定あり；仕入先直送：指定あり；仕入先支給：指定なし；他工場手配：指定なし；受給手配：指定なし；＞;品番上位桁：＜＞；仕入先ｺｰﾄﾞ：＜＞；"

="検索件数：＜  557＞；"
="IX000 処理が正常に完了しました；"

="品番",="加工図符号",="類別",="品名",="整備室",="整備室名",="手配区分",="工程内外製",="工程ｺｰﾄﾞ",="仕入先名/工場名",="発送場所",="発送場所名",="受給区分",="資材区分",="後工程内外製",="後工程ｺｰﾄﾞ",="後工程仕入先名/工場名",="受入場所",="受入場所名",="中継区分",="中継工場",="中継場所",="中継場所名","納入ｻｲｸﾙ.間隔","納入ｻｲｸﾙ.回数","納入ｻｲｸﾙ.情報","基準在庫.日数","基準在庫.枚数","MIN在庫日数","MAX在庫日数","便平均上限振れ率","便平均下限振れ率",="かんばん情報.仕入先",="かんばん情報.仕入先名",="かんばん情報.背番号",="かんばん情報.工場置場所",="かんばん情報.拠点置場所",="かんばん情報.品名略ｺｰﾄﾞ",="かんばん情報.品名略名",="かんばん情報.通箱ｺｰﾄﾞ",="かんばん情報.通箱名","かんばん情報.収容数",="かんばん情報.ｺﾝﾍﾞｱ区分",="かんばん情報.ﾌﾞﾛｯｸ区分",="かんばん情報.専用品区分",="かんばん情報.不良率","かんばん情報.保証率",="かんばん情報.設変符号",="かんばん情報.部品大別区分",="かんばん情報.部品大別名称",="かんばん情報.発注形態区分",="かんばん情報.発注形態名称",="かんばん情報.PLコード",="登録箱種",="縦(mm)",="横(mm)",="高(mm)",="容積(m3)",="総重量(Kg)",="パレタイズ発注",="箱数",="設定計画NO",="設定日",="設定担当部署コード",="担当部署名",="設定担当者コード",="担当者名"
="90564-55A021",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="161",="S-SM-2-4",="10206",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A022",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="162",="S-SM-2-5",="10207",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A023",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="163",="S-SM-2-6",="10208",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A024",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="164",="S-SM-2-7",="10209",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A025",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="165",="S-SM-2-8",="10210",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A026",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="166",="S-SM-2-9",="10211",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A027",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="167",="S-SM-2-10",="10212",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A028",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="168",="S-SM-2-11",="10213",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A029",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="169",="S-SM-2-12",="10214",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A030",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="170",="S-SM-2-13",="10215",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A031",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="171",="S-SM-2-14",="10216",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A032",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="172",="S-SM-2-15",="10217",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A033",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="173",="S-SM-2-16",="10218",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A034",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="174",="S-SM-2-17",="10219",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A035",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="175",="S-SM-2-18",="10220",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A036",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="176",="S-SM-2-19",="10221",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.710",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A037",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="177",="S-SM-2-20",="10222",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.710",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A038",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="178",="S-SM-1-2",="10223",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.710",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A039",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="179",="S-SM-1-3",="10224",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.710",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A040",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="180",="S-SM-1-4",="10225",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.710",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A041",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="181",="S-SM-1-5",="10226",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.710",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A042",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="182",="S-SM-1-6",="10227",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.710",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A043",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="183",="S-SM-1-7",="10228",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.710",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A044",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="184",="S-SM-1-8",="10229",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.710",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A045",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="185",="S-SM-1-9",="10230",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.710",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A046",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="186",="S-SM-1-10",="10231",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.710",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A047",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="187",="S-SM-2-21",="10232",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.710",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A048",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="188",="S-SM-2-22",="10233",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.710",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A049",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="189",="S-SM-2-23",="10234",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   7.710",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A050",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="190",="S-SM-2-24",="10235",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
="90564-55A051",="",="",="SHIM",="1Y",="第１工場",="手配",="Ｐ",="6454",="（株）ムロコーポレーション",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 0.73","  0.93"," 3.0","  0.93","  0.93","1.10","0.50",="205",="（株）ムロコーポレーション",="191",="S-SM-2-25",="10236",="0370",="ｼﾑ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="06",="計画",="02",="計画・２社",="",="TP131ﾌﾀﾅｼ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.500",="しない",="",="MASTER01",="2022/04/19",="NE00",="１工工務Ｇ",="46548",="磯貝　玲奈"
