品番,加工図符号,類別,品名,整備室,整備室名,手配区分,工程内外製,工程ｺｰﾄﾞ,仕入先名/工場名,発送場所,発送場所名,受給区分,資材区分,後工程内外製,後工程ｺｰﾄﾞ,後工程仕入先名/工場名,受入場所,受入場所名,中継区分,中継工場,中継場所,中継場所名,納入ｻｲｸﾙ間隔,納入ｻｲｸﾙ回数,納入ｻｲｸﾙ情報,基準在庫日数,基準在庫枚数,MIN在庫日数,MAX在庫日数,便平均上限振れ率,便平均下限振れ率,かんばん情報.仕入先,かんばん情報.仕入先名,かんばん情報.背番号,かんばん情報.工場置場所,かんばん情報.拠点置場所,かんばん情報.品名略ｺｰﾄﾞ,かんばん情報.品名略名,かんばん情報.通箱ｺｰﾄﾞ,かんばん情報.通箱名,かんばん情報収容数,かんばん情報.ｺﾝﾍﾞｱ区分,かんばん情報.ﾌﾞﾛｯｸ区分,かんばん情報.専用品区分,かんばん情報.不良率,かんばん情報.保証率,かんばん情報.設変符号,かんばん情報.部品大別区分,かんばん情報.部品大別名称,かんばん情報.発注形態区分,かんばん情報.発注形態名称,かんばん情報.PLコード,登録箱種,縦(mm),横(mm),高(mm),容積(m3),総重量(Kg),パレタイズ発注,箱数,設定計画NO,設定日,設定担当部署コード,担当部署名,設定担当者コード,担当者名
90564-51A090,9056451A090,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,135,S-SM-1-25,10180,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,4.68,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A091,9056451A091,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,136,S-SM-1-26,10181,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A092,9056451A092,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,137,S-SM-1-27,10182,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A093,9056451A093,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,138,S-SM-1-28,10183,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A094,9056451A094,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,139,S-SM-3-47,10184,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A095,9056451A095,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,140,S-SM-3-48,10185,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A096,9056451A096,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,141,S-SM-3-49,10186,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A097,9056451A097,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,142,S-SM-3-50,10187,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A098,9056451A098,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,143,S-SM-4-1,10188,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A099,9056451A099,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,144,S-SM-4-2,10189,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A100,9056451A100,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,145,S-SM-4-3,10190,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A101,9056451A101,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,146,S-SM-4-4,10191,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A102,9056451A102,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,147,S-SM-4-5,10192,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A103,9056451A103,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,148,S-SM-4-6,10193,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A104,9056451A104,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,149,S-SM-4-7,10194,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A105,9056451A105,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,150,S-SM-4-8,10195,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A106,9056451A106,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,151,S-SM-4-9,10196,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A107,9056451A107,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,152,S-SM-4-10,10197,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A108,9056451A108,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,153,S-SM-4-11,10198,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A109,9056451A109,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,154,S-SM-4-12,10199,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A110,9056451A110,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,155,S-SM-4-13,10200,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A111,9056451A111,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,156,S-SM-4-14,10201,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-51A112,9056451A112,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,157,S-SM-4-15,10202,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A018,9056455A018,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,158,S-SM-2-1,10203,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A019,9056455A019,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,159,S-SM-2-2,10204,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A020,9056455A020,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,160,S-SM-2-3,10205,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A021,9056455A021,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,161,S-SM-2-4,10206,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A022,9056455A022,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,162,S-SM-2-5,10207,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A023,9056455A023,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,163,S-SM-2-6,10208,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A024,9056455A024,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,164,S-SM-2-7,10209,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A025,9056455A025,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,165,S-SM-2-8,10210,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A026,9056455A026,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,166,S-SM-2-9,10211,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A027,9056455A027,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,167,S-SM-2-10,10212,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A028,9056455A028,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,168,S-SM-2-11,10213,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A029,9056455A029,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,169,S-SM-2-12,10214,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A030,9056455A030,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,170,S-SM-2-13,10215,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A031,9056455A031,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,171,S-SM-2-14,10216,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A032,9056455A032,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,172,S-SM-2-15,10217,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A033,9056455A033,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,173,S-SM-2-16,10218,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A034,9056455A034,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,174,S-SM-2-17,10219,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A035,9056455A035,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,175,S-SM-2-18,10220,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,6.5,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A036,9056455A036,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,176,S-SM-2-19,10221,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,7.71,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A037,9056455A037,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,177,S-SM-2-20,10222,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,7.71,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A038,9056455A038,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,178,S-SM-1-2,10223,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,7.71,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A039,9056455A039,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,179,S-SM-1-3,10224,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,7.71,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A040,9056455A040,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,180,S-SM-1-4,10225,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,7.71,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A041,9056455A041,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,181,S-SM-1-5,10226,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,7.71,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
90564-55A042,9056455A042,,SHIM,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,0.73,0.93,3,0.93,0.93,1.1,0.5,205,（株）ムロコーポレーション,182,S-SM-1-6,10227,370,ｼﾑ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,6,計画,2,計画・２社,,TP131ﾌﾀﾅｼ,335,168,103,0.006,7.71,しない,,MASTER01,2022/4/19,NE00,１工工務Ｇ,46548,長畑　玲奈
